ID_Vendita,Nome_Produttore,Cognome_Produttore,Tipo_Prodotto,Nome_Prodotto,Quantita,unita_misura,Prezzo_Totale,Data_Ora,Nome_cliente,Cognome_cliente,Genere,Data_Nascita
1031,Si,Tinwell,Agricolo,Lattuga,40.63,Kg,271.63,"2025-10-02 14:55:03",Darn,Shurville,Altro,1981-10-07
159,Si,Tinwell,Agricolo,"Frutta secca",3.44,Kg,63.71,"2023-04-06 18:57:31",Delia,Hirjak,Altro,1995-09-21
559,Si,Tinwell,Agricolo,"Frutta secca",3.44,Kg,63.71,"2023-04-06 19:57:31",Delia,Hirjak,Altro,1995-09-21
859,Si,Tinwell,Agricolo,"Frutta secca",3.44,Kg,63.71,"2023-04-06 11:57:31",Delia,Hirjak,Altro,1995-09-21
234,Si,Tinwell,Agricolo,Pere,7.00,Pezzi,186.76,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
634,Si,Tinwell,Agricolo,Pere,7.00,Pezzi,186.76,"2023-10-05 14:34:48",Antone,Ingman,Altro,1949-08-22
934,Si,Tinwell,Agricolo,Pere,7.00,Pezzi,186.76,"2023-10-05 13:34:48",Antone,Ingman,Altro,1949-08-22
1069,Si,Tinwell,Agricolo,Pere,140.41,Kg,392.39,"2024-04-05 19:46:53",Gena,Huscroft,NULL,2005-09-01
67,Si,Tinwell,Agricolo,Agrumi,9.00,Pezzi,131.67,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
292,Si,Tinwell,Agricolo,Agrumi,3.00,Pezzi,43.89,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
467,Si,Tinwell,Agricolo,Agrumi,9.00,Pezzi,131.67,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
692,Si,Tinwell,Agricolo,Agrumi,3.00,Pezzi,43.89,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
767,Si,Tinwell,Agricolo,Agrumi,9.00,Pezzi,131.67,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
992,Si,Tinwell,Agricolo,Agrumi,3.00,Pezzi,43.89,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
290,Si,Tinwell,Agricolo,Mandorle,4.00,Kg,43.88,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
690,Si,Tinwell,Agricolo,Mandorle,4.00,Kg,43.88,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
990,Si,Tinwell,Agricolo,Mandorle,4.00,Kg,43.88,"2026-01-23 11:46:16",Maximo,Gannaway,M,NULL
1061,Si,Tinwell,Agricolo,Mandorle,9.00,Pezzi,44.26,"2026-01-31 12:29:45",Rebeka,Gawn,"Preferisco non specificare",1947-10-02
1099,Si,Tinwell,Agricolo,Mandorle,4.00,Pezzi,57.67,"2024-02-18 10:54:48",Silvio,Idiens,"Preferisco non specificare",1938-04-02
48,Si,Tinwell,Agricolo,"Cereali tostati",3.33,Kg,8.09,"2024-04-01 09:05:49",Clyve,Bellenie,Altro,2005-09-24
397,Si,Tinwell,Agricolo,"Cereali tostati",0.24,Kg,0.58,"2023-11-19 12:10:41",Gwenore,Haslock(e),NULL,NULL
448,Si,Tinwell,Agricolo,"Cereali tostati",3.33,Kg,8.09,"2024-04-01 09:05:49",Clyve,Bellenie,Altro,2005-09-24
748,Si,Tinwell,Agricolo,"Cereali tostati",3.33,Kg,8.09,"2024-04-01 09:05:49",Clyve,Bellenie,Altro,2005-09-24
1076,Si,Tinwell,Agricolo,"Cereali tostati",7.37,Kg,33.81,"2025-09-02 14:36:17",Stormie,Fante,"Preferisco non specificare",1950-12-23
166,Lenard,Warboys,"Derivato Animale","Ricotta con miele",4.97,Kg,74.55,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
373,Lenard,Warboys,"Derivato Animale","Ricotta con miele",3.62,Kg,54.30,"2024-09-12 13:11:56",Celestine,Capron,Altro,1987-12-31
566,Lenard,Warboys,"Derivato Animale","Ricotta con miele",4.97,Kg,74.55,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
866,Lenard,Warboys,"Derivato Animale","Ricotta con miele",4.97,Kg,74.55,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
1171,Lenard,Warboys,"Derivato Animale","Ricotta con miele",1.39,Kg,7.01,"2026-02-02 12:51:41",Gonzales,Restall,M,1990-05-05
168,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",5.00,Kg,82.20,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
182,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",3.38,Kg,55.57,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
270,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",4.58,Kg,75.30,"2024-07-21 12:11:30",Antone,Ingman,Altro,1949-08-22
325,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",4.00,Kg,65.76,"2023-10-24 16:21:14",Van,Langrick,Altro,1942-11-27
568,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",5.00,Kg,82.20,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
582,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",3.38,Kg,55.57,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
670,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",4.58,Kg,75.30,"2024-07-21 17:11:30",Antone,Ingman,Altro,1949-08-22
868,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",5.00,Kg,82.20,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
882,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",3.38,Kg,55.57,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
970,Lenard,Warboys,"Derivato Animale","Mozzarella affumicata",4.58,Kg,75.30,"2024-07-21 12:11:30",Antone,Ingman,Altro,1949-08-22
87,Lenard,Warboys,"Derivato Animale","Formaggio stagionato",3.00,Kg,65.37,"2023-02-13 16:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
487,Lenard,Warboys,"Derivato Animale","Formaggio stagionato",3.00,Kg,65.37,"2023-02-13 13:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
787,Lenard,Warboys,"Derivato Animale","Formaggio stagionato",3.00,Kg,65.37,"2023-02-13 11:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
129,Lenard,Warboys,"Derivato Animale",Caciotta,2.47,Kg,32.33,"2023-12-31 10:00:31",Tamar,Colthard,"Preferisco non specificare",NULL
529,Lenard,Warboys,"Derivato Animale",Caciotta,2.47,Kg,32.33,"2023-12-31 10:00:31",Tamar,Colthard,"Preferisco non specificare",NULL
829,Lenard,Warboys,"Derivato Animale",Caciotta,2.47,Kg,32.33,"2023-12-31 10:00:31",Tamar,Colthard,"Preferisco non specificare",NULL
1106,Lenard,Warboys,"Derivato Animale","Polpette con spezie",7.00,Pezzi,146.22,"2025-01-12 13:59:04",Lyon,Arrault,M,NULL
18,Lenard,Warboys,"Derivato Animale","Brodo di carne",4.00,L,44.68,"2025-06-06 09:33:27",Andriette,Cardero,NULL,1964-08-10
418,Lenard,Warboys,"Derivato Animale","Brodo di carne",4.00,L,44.68,"2025-06-06 15:33:27",Andriette,Cardero,NULL,1964-08-10
718,Lenard,Warboys,"Derivato Animale","Brodo di carne",4.00,L,44.68,"2025-06-06 18:33:27",Andriette,Cardero,NULL,1964-08-10
50,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.00,Kg,38.80,"2025-09-28 10:19:25",Brandea,Laver,NULL,2004-08-03
77,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.23,Kg,41.03,"2023-05-24 09:29:49",Yehudit,Edds,F,1944-09-07
228,Lenard,Warboys,"Derivato Animale","Miele di agrumi",3.00,Kg,29.10,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
450,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.00,Kg,38.80,"2025-09-28 10:19:25",Brandea,Laver,NULL,2004-08-03
477,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.23,Kg,41.03,"2023-05-24 09:29:49",Yehudit,Edds,F,1944-09-07
628,Lenard,Warboys,"Derivato Animale","Miele di agrumi",3.00,Kg,29.10,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
750,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.00,Kg,38.80,"2025-09-28 10:19:25",Brandea,Laver,NULL,2004-08-03
777,Lenard,Warboys,"Derivato Animale","Miele di agrumi",4.23,Kg,41.03,"2023-05-24 09:29:49",Yehudit,Edds,F,1944-09-07
928,Lenard,Warboys,"Derivato Animale","Miele di agrumi",3.00,Kg,29.10,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
1123,Lenard,Warboys,"Derivato Animale","Crema di formaggio al peperoncino",3.02,Kg,15.75,"2024-03-26 13:06:49",Fanechka,Fearnyough,F,1963-07-06
1143,Lenard,Warboys,Agricolo,"Farina di mais",5.54,Kg,50.88,"2023-03-20 10:44:08",Roxana,Leeds,F,1994-10-01
89,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.33,Kg,34.64,"2023-02-13 16:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
244,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.44,Kg,35.52,"2025-11-23 18:08:37",Emilie,Arton,F,NULL
489,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.33,Kg,34.64,"2023-02-13 13:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
644,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.44,Kg,35.52,"2025-11-23 18:08:37",Emilie,Arton,F,NULL
789,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.33,Kg,34.64,"2023-02-13 11:09:49",Wittie,Mille,"Preferisco non specificare",2006-12-04
944,Lenard,Warboys,Agricolo,"Pasta al pomodoro",4.44,Kg,35.52,"2025-11-23 18:08:37",Emilie,Arton,F,NULL
1129,Lenard,Warboys,Agricolo,"Olio extravergine",3.04,L,86.58,"2025-03-16 13:04:57",Issy,Cobbe,F,2007-10-09
1145,Lenard,Warboys,Agricolo,"Olio extravergine",2.47,L,35.74,"2023-11-13 13:37:49",Roxana,Leeds,F,1994-10-01
1130,Lenard,Warboys,Agricolo,Aglio,2.36,Kg,13.83,"2026-01-01 12:18:56",Prinz,Petracek,Altro,1950-03-25
156,Mack,Bastow,"Derivato Animale","Latte senza lattosio",4.00,L,27.12,"2023-01-15 09:02:05",Etan,Hoodlass,Altro,NULL
556,Mack,Bastow,"Derivato Animale","Latte senza lattosio",4.00,L,27.12,"2023-01-15 09:02:05",Etan,Hoodlass,Altro,NULL
856,Mack,Bastow,"Derivato Animale","Latte senza lattosio",4.00,L,27.12,"2023-01-15 09:02:05",Etan,Hoodlass,Altro,NULL
1197,Mack,Bastow,"Derivato Animale","Latte senza lattosio",4.08,L,111.14,"2023-06-18 08:17:28",Roxana,Leeds,F,1994-10-01
123,Mack,Bastow,"Derivato Animale","Ricotta stagionata",2.92,Kg,7.77,"2023-11-16 13:22:08",Wesley,Jouaneton,NULL,1976-10-16
523,Mack,Bastow,"Derivato Animale","Ricotta stagionata",2.92,Kg,7.77,"2023-11-16 13:22:08",Wesley,Jouaneton,NULL,1976-10-16
823,Mack,Bastow,"Derivato Animale","Ricotta stagionata",2.92,Kg,7.77,"2023-11-16 13:22:08",Wesley,Jouaneton,NULL,1976-10-16
1001,Mack,Bastow,"Derivato Animale","Ricotta stagionata",1.00,Pezzi,18.28,"2023-02-17 10:25:54",Thaine,Pendlington,Altro,1984-08-05
1092,Mack,Bastow,"Derivato Animale","Formaggio stagionato",2.30,Kg,13.01,"2024-10-11 09:15:00",Dierdre,Gaitone,F,1994-06-02
56,Mack,Bastow,"Derivato Animale","Formaggio alle noci",5.00,Kg,130.00,"2024-09-20 18:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
456,Mack,Bastow,"Derivato Animale","Formaggio alle noci",5.00,Kg,130.00,"2024-09-20 19:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
756,Mack,Bastow,"Derivato Animale","Formaggio alle noci",5.00,Kg,130.00,"2024-09-20 17:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
330,Mack,Bastow,"Derivato Animale","Formaggio spalmabile",4.41,Kg,72.41,"2024-07-18 17:15:07",Axel,Jozsika,M,1978-06-24
1048,Mack,Bastow,"Derivato Animale","Formaggio spalmabile",5.26,Kg,22.46,"2023-05-13 11:18:02",Shelagh,Saffin,M,1955-07-28
1090,Mack,Bastow,"Derivato Animale","Formaggio spalmabile",4.20,Kg,7.92,"2026-01-02 11:06:34",Coriss,Tunnick,Altro,1947-11-15
1152,Mack,Bastow,Agricolo,"Formaggio caprino",2.00,Pezzi,33.02,"2023-09-17 17:13:42",Heather,Dumpleton,"Preferisco non specificare",1978-04-11
65,Mack,Bastow,"Derivato Animale","Carne suina",1.42,Kg,29.49,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
144,Mack,Bastow,"Derivato Animale","Carne suina",4.00,Kg,83.08,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
465,Mack,Bastow,"Derivato Animale","Carne suina",1.42,Kg,29.49,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
544,Mack,Bastow,"Derivato Animale","Carne suina",4.00,Kg,83.08,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
765,Mack,Bastow,"Derivato Animale","Carne suina",1.42,Kg,29.49,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
844,Mack,Bastow,"Derivato Animale","Carne suina",4.00,Kg,83.08,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
358,Mack,Bastow,"Derivato Animale","Carne caprina",4.00,Kg,88.48,"2023-12-22 13:11:22",Taber,Chandlar,NULL,1992-06-09
62,Mack,Bastow,"Derivato Animale",Lardo,4.00,Kg,103.96,"2025-05-17 09:17:27",Shandie,Llewellyn,Altro,1990-11-26
177,Mack,Bastow,"Derivato Animale",Lardo,1.72,Kg,44.70,"2024-10-16 14:54:42",Warren,Tricker,M,NULL
352,Mack,Bastow,"Derivato Animale",Lardo,0.75,Kg,19.49,"2024-10-28 08:02:12",Camile,Faulds,F,1984-12-17
462,Mack,Bastow,"Derivato Animale",Lardo,4.00,Kg,103.96,"2025-05-17 09:17:27",Shandie,Llewellyn,Altro,1990-11-26
577,Mack,Bastow,"Derivato Animale",Lardo,1.72,Kg,44.70,"2024-10-16 14:54:42",Warren,Tricker,M,NULL
762,Mack,Bastow,"Derivato Animale",Lardo,4.00,Kg,103.96,"2025-05-17 16:17:27",Shandie,Llewellyn,Altro,1990-11-26
877,Mack,Bastow,"Derivato Animale",Lardo,1.72,Kg,44.70,"2024-10-16 14:54:42",Warren,Tricker,M,NULL
116,Mack,Bastow,"Derivato Animale","Hamburger con spezie",5.00,Pezzi,90.00,"2025-07-27 16:35:22",Bernard,Beastall,NULL,1989-06-23
146,Mack,Bastow,"Derivato Animale","Hamburger con spezie",9.00,Pezzi,162.00,"2023-04-13 09:18:59",Starla,Sommerland,F,1957-03-07
516,Mack,Bastow,"Derivato Animale","Hamburger con spezie",5.00,Pezzi,90.00,"2025-07-27 09:35:22",Bernard,Beastall,NULL,1989-06-23
546,Mack,Bastow,"Derivato Animale","Hamburger con spezie",9.00,Pezzi,162.00,"2023-04-13 08:18:59",Starla,Sommerland,F,1957-03-07
816,Mack,Bastow,"Derivato Animale","Hamburger con spezie",5.00,Pezzi,90.00,"2025-07-27 11:35:22",Bernard,Beastall,NULL,1989-06-23
846,Mack,Bastow,"Derivato Animale","Hamburger con spezie",9.00,Pezzi,162.00,"2023-04-13 09:18:59",Starla,Sommerland,F,1957-03-07
251,Mack,Bastow,"Derivato Animale","Dessert latte e cereali",5.00,L,50.00,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
651,Mack,Bastow,"Derivato Animale","Dessert latte e cereali",5.00,L,50.00,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
951,Mack,Bastow,"Derivato Animale","Dessert latte e cereali",5.00,L,50.00,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
327,Mack,Bastow,"Derivato Animale","Gelato al latte",1.43,L,25.74,"2024-07-18 17:15:07",Axel,Jozsika,M,1978-06-24
341,Mack,Bastow,Agricolo,"Pasta ripiena vegetale",3.00,Kg,36.00,"2024-11-09 11:50:11",Damiano,Sharratt,NULL,NULL
381,Mack,Bastow,Agricolo,"Pasta ripiena vegetale",4.83,Kg,57.96,"2024-10-19 09:01:11",Marian,Niemetz,NULL,1981-07-21
1114,Mack,Bastow,Agricolo,"Pasta ripiena vegetale",5.47,Kg,25.71,"2024-11-15 13:34:09",Rabi,Roon,Altro,2004-09-28
134,Mack,Bastow,Agricolo,"Vino bianco",4.38,L,119.71,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
329,Mack,Bastow,Agricolo,"Vino bianco",3.00,L,81.99,"2024-07-18 17:15:07",Axel,Jozsika,M,1978-06-24
534,Mack,Bastow,Agricolo,"Vino bianco",4.38,L,119.71,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
834,Mack,Bastow,Agricolo,"Vino bianco",4.38,L,119.71,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
1002,Mack,Bastow,Agricolo,"Vino bianco",0.81,L,12.70,"2023-04-20 18:36:32",Wittie,Harring,"Preferisco non specificare",1978-02-23
1091,Mack,Bastow,Agricolo,"Vino bianco",1.93,L,24.09,"2024-07-15 08:07:22",Osbourn,Blackey,"Preferisco non specificare",1952-05-20
214,Mack,Bastow,Agricolo,"Verdure sott’aceto",3.63,Kg,23.78,"2025-10-12 11:48:22",Simonne,Brosi,F,1964-10-21
614,Mack,Bastow,Agricolo,"Verdure sott’aceto",3.63,Kg,23.78,"2025-10-12 11:48:22",Simonne,Brosi,F,1964-10-21
914,Mack,Bastow,Agricolo,"Verdure sott’aceto",3.63,Kg,23.78,"2025-10-12 11:48:22",Simonne,Brosi,F,1964-10-21
64,Mack,Bastow,Agricolo,"Insalata mista",3.61,Kg,26.89,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
353,Mack,Bastow,Agricolo,"Insalata mista",2.00,Pezzi,14.90,"2024-10-28 08:02:12",Camile,Faulds,F,1984-12-17
464,Mack,Bastow,Agricolo,"Insalata mista",3.61,Kg,26.89,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
764,Mack,Bastow,Agricolo,"Insalata mista",3.61,Kg,26.89,"2025-12-18 18:53:25",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
1093,Mack,Bastow,Agricolo,"Insalata mista",8.00,Pezzi,155.59,"2025-09-23 12:38:24",Randie,Genge,M,1999-02-25
3,Mack,Bastow,Agricolo,Radicchio,1.46,Kg,39.67,"2024-09-30 16:36:32",Ursula,Askam,F,1950-06-12
237,Mack,Bastow,Agricolo,Radicchio,2.45,Kg,66.57,"2025-10-08 14:33:56",Aridatha,Duxfield,Altro,1953-03-05
403,Mack,Bastow,Agricolo,Radicchio,1.46,Kg,39.67,"2024-09-30 16:36:32",Ursula,Askam,F,1950-06-12
637,Mack,Bastow,Agricolo,Radicchio,2.45,Kg,66.57,"2025-10-08 18:33:56",Aridatha,Duxfield,Altro,1953-03-05
703,Mack,Bastow,Agricolo,Radicchio,1.46,Kg,39.67,"2024-09-30 16:36:32",Ursula,Askam,F,1950-06-12
937,Mack,Bastow,Agricolo,Radicchio,2.45,Kg,66.57,"2025-10-08 14:33:56",Aridatha,Duxfield,Altro,1953-03-05
229,Lew,Rolstone,"Derivato Animale","Panna da cucina",2.13,L,53.02,"2026-01-28 08:44:22",Rheta,Lydiard,F,1979-08-10
300,Lew,Rolstone,"Derivato Animale","Panna da cucina",3.00,L,74.67,"2025-02-20 19:43:21",Koo,Dring,M,1968-10-09
629,Lew,Rolstone,"Derivato Animale","Panna da cucina",2.13,L,53.02,"2026-01-28 08:44:22",Rheta,Lydiard,F,1979-08-10
700,Lew,Rolstone,"Derivato Animale","Panna da cucina",3.00,L,74.67,"2025-02-20 19:43:21",Koo,Dring,M,1968-10-09
929,Lew,Rolstone,"Derivato Animale","Panna da cucina",2.13,L,53.02,"2026-01-28 08:44:22",Rheta,Lydiard,F,1979-08-10
1000,Lew,Rolstone,"Derivato Animale","Panna da cucina",3.00,L,74.67,"2025-02-20 19:43:21",Koo,Dring,M,1968-10-09
1026,Lew,Rolstone,"Derivato Animale","Panna da cucina",4.26,L,114.77,"2025-08-06 16:16:26",Franzen,Shilvock,Altro,1954-10-08
1116,Lew,Rolstone,"Derivato Animale","Formaggio a pasta filata",8.74,Kg,19.97,"2023-05-02 16:40:34",Obidiah,Dyzart,Altro,1969-06-28
1147,Lew,Rolstone,"Derivato Animale","Formaggio a pasta filata",6.44,Kg,19.72,"2025-08-22 17:37:26",Obidiah,Dyzart,Altro,1969-06-28
1087,Lew,Rolstone,"Derivato Animale","Formaggio spalmabile",9.19,Kg,89.58,"2023-07-08 13:58:12",Stormie,Fante,"Preferisco non specificare",1950-12-23
243,Lew,Rolstone,"Derivato Animale",Polpette,8.00,Pezzi,213.92,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
643,Lew,Rolstone,"Derivato Animale",Polpette,8.00,Pezzi,213.92,"2025-07-13 19:03:13",Starla,Sommerland,F,1957-03-07
943,Lew,Rolstone,"Derivato Animale",Polpette,8.00,Pezzi,213.92,"2025-07-13 11:03:13",Starla,Sommerland,F,1957-03-07
1111,Lew,Rolstone,"Derivato Animale",Polpette,7.00,Pezzi,162.80,"2025-07-22 17:24:09",Clayborn,Center,"Preferisco non specificare",NULL
326,Lew,Rolstone,"Derivato Animale","Polpette con verdure",5.00,Pezzi,60.00,"2023-10-24 16:21:14",Van,Langrick,Altro,1942-11-27
395,Lew,Rolstone,"Derivato Animale","Polpette con verdure",5.00,Pezzi,60.00,"2025-10-26 09:49:32",Rinaldo,Nolleth,M,1980-09-11
298,Lew,Rolstone,"Derivato Animale","Brodo di carne",0.99,L,11.06,"2024-01-19 11:22:14",Tamiko,Garrould,NULL,1959-01-05
304,Lew,Rolstone,"Derivato Animale","Brodo di carne",4.19,L,46.80,"2025-04-08 08:20:36",Koo,Dring,M,1968-10-09
314,Lew,Rolstone,"Derivato Animale","Brodo di carne",3.00,L,33.51,"2026-04-04 13:02:33",Celestine,Capron,Altro,1987-12-31
698,Lew,Rolstone,"Derivato Animale","Brodo di carne",0.99,L,11.06,"2024-01-19 11:22:14",Tamiko,Garrould,NULL,1959-01-05
998,Lew,Rolstone,"Derivato Animale","Brodo di carne",0.99,L,11.06,"2024-01-19 11:22:14",Tamiko,Garrould,NULL,1959-01-05
1168,Lew,Rolstone,"Derivato Animale","Cera d’api",1.91,Kg,18.45,"2025-06-05 14:03:19",Heather,Dumpleton,"Preferisco non specificare",1978-04-11
55,Lew,Rolstone,"Derivato Animale","Bevanda a base latte",1.63,L,16.30,"2024-09-20 18:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
455,Lew,Rolstone,"Derivato Animale","Bevanda a base latte",1.63,L,16.30,"2024-09-20 19:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
755,Lew,Rolstone,"Derivato Animale","Bevanda a base latte",1.63,L,16.30,"2024-09-20 17:37:43",Cecilius,Ogan,"Preferisco non specificare",1981-02-17
1024,Lew,Rolstone,Agricolo,"Farina integrale",5.00,Pezzi,95.98,"2024-04-23 19:40:21",Marcelline,Kill,"Preferisco non specificare",2002-08-26
82,Lew,Rolstone,Agricolo,Pane,2.00,Pezzi,45.44,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
482,Lew,Rolstone,Agricolo,Pane,2.00,Pezzi,45.44,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
782,Lew,Rolstone,Agricolo,Pane,2.00,Pezzi,45.44,"2023-02-07 11:32:10",Axel,Jozsika,M,1978-06-24
96,Lew,Rolstone,Agricolo,"Vino rosso",1.18,L,33.25,"2023-06-16 09:57:42",Harrietta,Aloshechkin,Altro,NULL
496,Lew,Rolstone,Agricolo,"Vino rosso",1.18,L,33.25,"2023-06-16 13:57:42",Harrietta,Aloshechkin,Altro,NULL
796,Lew,Rolstone,Agricolo,"Vino rosso",1.18,L,33.25,"2023-06-16 08:57:42",Harrietta,Aloshechkin,Altro,NULL
212,Allan,Burnand,"Derivato Animale","Latte crudo",1.00,L,15.68,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
612,Allan,Burnand,"Derivato Animale","Latte crudo",1.00,L,15.68,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
912,Allan,Burnand,"Derivato Animale","Latte crudo",1.00,L,15.68,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
112,Allan,Burnand,"Derivato Animale","Panna da cucina",4.00,L,99.56,"2026-02-19 13:13:20",Marian,Niemetz,NULL,1981-07-21
394,Allan,Burnand,"Derivato Animale","Panna da cucina",4.23,L,105.28,"2025-10-26 09:49:32",Rinaldo,Nolleth,M,1980-09-11
512,Allan,Burnand,"Derivato Animale","Panna da cucina",4.00,L,99.56,"2026-02-19 14:13:20",Marian,Niemetz,NULL,1981-07-21
812,Allan,Burnand,"Derivato Animale","Panna da cucina",4.00,L,99.56,"2026-02-19 14:13:20",Marian,Niemetz,NULL,1981-07-21
139,Allan,Burnand,"Derivato Animale","Yogurt bianco",1.50,Kg,31.79,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
539,Allan,Burnand,"Derivato Animale","Yogurt bianco",1.50,Kg,31.79,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
839,Allan,Burnand,"Derivato Animale","Yogurt bianco",1.50,Kg,31.79,"2025-09-02 19:49:58",Finley,Grugerr,M,1992-08-21
1138,Allan,Burnand,"Derivato Animale","Yogurt bianco",2.64,L,45.07,"2026-04-08 09:00:46",Franzen,Shilvock,Altro,1954-10-08
1051,Allan,Burnand,"Derivato Animale","Ricotta stagionata",7.10,Kg,24.12,"2026-03-10 11:22:55",Lyon,Arrault,M,NULL
205,Allan,Burnand,"Derivato Animale","Formaggio al pepe",3.34,Kg,83.50,"2023-06-17 10:47:45",Damiano,Sharratt,NULL,NULL
605,Allan,Burnand,"Derivato Animale","Formaggio al pepe",3.34,Kg,83.50,"2023-06-17 10:47:45",Damiano,Sharratt,NULL,NULL
905,Allan,Burnand,"Derivato Animale","Formaggio al pepe",3.34,Kg,83.50,"2023-06-17 10:47:45",Damiano,Sharratt,NULL,NULL
11,Allan,Burnand,"Derivato Animale","Formaggio alle olive",3.95,Kg,94.80,"2025-12-10 08:46:10",Karina,Fawlks,"Preferisco non specificare",2002-09-15
411,Allan,Burnand,"Derivato Animale","Formaggio alle olive",3.95,Kg,94.80,"2025-12-10 08:46:10",Karina,Fawlks,"Preferisco non specificare",2002-09-15
711,Allan,Burnand,"Derivato Animale","Formaggio alle olive",3.95,Kg,94.80,"2025-12-10 08:46:10",Karina,Fawlks,"Preferisco non specificare",2002-09-15
285,Allan,Burnand,"Derivato Animale",Salsiccia,4.50,Kg,50.94,"2025-05-25 16:53:58",Allx,Aingel,M,1956-10-29
